,id,hari,tanggal,bulan,tahun,judul,kota,label,penulis,deskripsi
1421,6383222,Rabu,2,11,2022,"Polisi Dalami Penyebab Bus Tabrak Showroom di Jaktim, Sopir Akan Dites Urine",Jakarta,detikNews,Yogi Ernes,"  Sebuah bus menabrak showroom mobil di Jalan I Gusti Ngurah Rai, Klender, Jakarta Timur (Jaktim). Penyebab kecelakaan tersebut kini masih didalami oleh kepolisian.Kasat Lantas Polres Metro Jakarta Timur AKBP Edy Surasa mengatakan sopir bus saat ini telah diamankan. Sopir bus pun bakal dilakukan tes urine.""Bisa saja ke sana, bisa"
1422,6383190,Rabu,2,11,2022,Polisi: Showroom Mobil Ditabrak Bus di Jaktim Belum Beroperasi,Jakarta,detikNews,Yogi Ernes," Sebuah showroom mobil di Jalan I Gusti Ngurah Rai, Jakarta Timur (Jaktim), ditabrak bus Hiba Utama pagi tadi. Polisi memastikan tidak ada karyawan yang berada di dalam showroom saat kecelakaan terjadi.""Belum (beroperasi), kan masih pagi, dia buka showroom jam 9,"" kata Kasat Lantas Polres Metro Jakarta Timur AKBP Edy Surasa saat dihubungi, Rabu (2/11/2022).Bus menabrak bagian pagar showroom hingga bagian depannya masuk ke bangunan showroom. Sejumlah mobil di dalam showroom ringsek setelah tertabrak bus.                Menurut Edy, kecelakaan itu mengakibatkan kerusakan materi di showroom mobil. Tidak ada karyawan showroom yang terluka akibat insiden tersebut.""Nggak ada, sejauh ini karyawan belum ada (terluka),"" ucap Edy.Baca juga: Penampakan Mobil Showroom di Jaktim Ringsek Usai Ditabrak Bus di JaktimBus Tak Berisi PenumpangSelain itu, pihak kepolisian memastikan bus Hiba Utama yang menabrak showroom mobil tidak berisi penumpang. Bus hanya berisi sopir.""Bus kosong, nggak ada penumpangnya,"" kata Edy.Bus awalnya melaju dari arah barat ke timur di Jalan I Gusti Ngurah Rai. Bus hendak menuju arah Bekasi.Namun, setiba di lokasi, bus oleng. Sopir bus kemudian kehilangan kendali kemudi kendaraannya hingga menabrak showroom mobil.""Pas oleng nggak bisa mengendalikan mobil itu berbalik arah ke seberang,"" terang Edy.Baca juga: Pengakuan Sopir Bus Hiba Utama Usai Tabrak Showroom Mobil di Jaktim4 Mobil Showroom RingsekPantauan detikcom di lokasi, Rabu (2/11), pukul 09.22 WIB, bus yang menabrak showroom mobil tampak belum dievakuasi. Warga terlihat bergotong"
1423,6383098,Rabu,2,11,2022,Bus Seruduk Showroom Mobil di Jalan Ngurah Rai Jaktim,Bali,detikBali,Tim detikcom," Bus Hiba Utama menyeruduk sebuah showroom mobil di Jalan I Gusti Ngurah Rai, Klender Jakarta Timur Rabu pagi (2/11/2022). Sejumlah mobil yang ada di showroom tersebut ringsek.""Iya benar itu anggota saya sedang di lokasi mengevakuasi,"" kata Kasat Lantas Polres Metro Jaktim AKBP Edy Surasa saat dimintai konfirmasi.Baca juga: Kepanikan Mahasiswa Unram, Bus Terbakar"
1424,6383080,Rabu,2,11,2022,Penampakan Mobil Showroom di Jaktim Ringsek Usai Ditabrak Bus di Jaktim,Jakarta,detikNews,Mulia Budi," Bus Hiba Utama yang melaju di Jl I Gusti Ngurah Rai oleng hingga menabrak showroom mobil di Jatinegara, Jakarta Timur (Jaktim). Sejumlah mobil yang berada di showroom pun mengalami kerusakan.""Ini sementara kita dapat, ini mobil bus dari arah barat menuju timur, melalui Jl I Gusti Ngurah Rai, sampainya di depan showroom tabrak ini oleng ke kanan, tabrak motor, baru tabrak showroom Tabra mengakibatkan kerusakan, ada beberapa mobil di dalam showroom ini kurang lebih 7 atau 8 mobil. Tadi dikeluarkan dari dalam antara 7 atau 8 lah sama termasuk motor itu,"" kata anggota Satlantas Jakarta Timur, Cahyadi, kepada wartawan di lokasi, Rabu (2/11/2022).Baca juga: Polisi Akan Periksa Sopir dan Pemilik Showroom yang Ditabrak Bus di JaktimSejumlah mobil yang berada di showroom itu telah dievakuasi. Mobil"
1425,6383058,Rabu,2,11,2022,Polisi Akan Periksa Sopir dan Pemilik Showroom yang Ditabrak Bus di Jaktim,Jakarta,detikNews,Mulia Budi," Polisi telah mengamankan sopir bus yang menabrak showroom mobil di Jatinegara, Jakarta Timur (Jaktim). Sopir itu akan diperiksa terkait kecelakaan tersebut.""(Sopir) belum dimintai keterangan, ada di kantor. Di kantor, di Kebon Nanas,"" kata anggota Satlantas Jakarta Timur, Cahyadi, kepada wartawan di lokasi, Rabu (2/11/2022).Tak hanya sopir, dia mengatakan pemilik showroom mobil juga akan diperiksa. Menurutnya, ada sejumlah mobil di dalam showroom yang rusak imbas kecelakaan tersebut.                ""Iya, nanti kita mintai keterangan semuanya,"" ujarnya.Baca juga: Pengakuan Sopir Bus Hiba Utama Usai Tabrak Showroom Mobil di JaktimDia memastikan bus dalam keadaan kosong saat terjadi kecelakaan. Hanya ada satu penumpang, yaitu sopir bus tersebut.""Sementara tadi kosong, sopir aja,"" ucapnya.Dia belum memberikan informasi lebih lanjut terkait kecelakaan tersebut. Dia menuturkan pihaknya fokus melakukan evakuasi bus hingga mobil di showroom terlebih dulu.""Sekarang evakuasi kendaraan dulu,"" ujarnya.Sebelumnya, satu unit bus Hiba Utama mengalami kecelakaan di Jalan I Gusti Ngurah Rai, Klender, Jakarta Timur (Jaktim), pagi ini. Bus tersebut menabrak showroom mobil karena oleng.""Iya benar itu anggota saya sedang di lokasi mengevakuasi,"" kata Kasat Lantas Polres Metro Jaktim AKBP Edy Surasa saat dimintai konfirmasi, Rabu (2/11).Baca juga: Bus Tabrak Showroom Mobil di Jaktim, Satu Pemotor LukaEdy menjelaskan bahwa bus tersebut awalnya berjalan dari arah Jakarta menuju arah Bekasi. Namun bus oleng lalu menabrak showroom mobil yang ada di seberang jalan.""Bus itu melaju dari arah barat menuju arah timur, pas di sekitaran showroom dia oleng,"" ujarnya.Posisi bus terlihat melintang di Jalan I Gusti Ngurah Rai Jaktim seusai kecelakaan. Akibatnya, kondisi lalu lintas terpantau mengalami kemacetan saat itu.Simak video 'Penampakan Bus Hiba Utama Tabrak Pemotor dan Showroom di Jaktim':[Gambas:Video 20detik](fas/fas)kecelakaan kecelakaan lalu lintas bus tabrak showroom mobil jakarta jabodetabek "
1426,6382958,Rabu,2,11,2022,Polisi Pastikan Bus Tabrak Showroom di Jaktim Tak Berisi Penumpang,Jakarta,detikNews,Yogi Ernes," Sebuah bus Hiba Utama menabrak showroom mobil di Jalan I Gusti Ngurah Rai, Jatinegara, Jakarta Timur. Bus dipastikan tidak berisi penumpang.""Bus kosong, nggak ada penumpangnya,"" kata Kasat Lantas Polres Metro Jakarta Timur AKBP Edy Surasa saat dihubungi, Rabu (2/11/2022).Edy mengatakan bus awalnya melaju dari arah barat ke timur di Jalan I Gusti Ngurah Rai. Bus hendak menuju arah Bekasi.                Namun, setiba di lokasi, bus oleng. Sopir bus kemudian kehilangan kendali atas kemudi kendaraannya hingga menabrak showroom mobil.""Pas oleng nggak bisa mengendalikan mobil itu berbalik arah ke seberang,"" terang Edy.Baca juga: Bus Tabrak Showroom Mobil di Jaktim Dievakuasi, Lalin MacetSopir bus diamankan. Polisi masih mendalami penyebab kecelakaan tersebut.""Ini lagi kita dalami penyebabnya mungkin ngantuk atau karena kelalaian mereka atau mungkin saat itu main handphone dan sebagainya. Ini lagi didalamin. Kita fokus urusin evakuasi dulu,"" tutur Edy.4 Mobil Showroom RingsekKecelakaan lalu lintas terjadi di Jl I Gusti Ngurah Rai, Jatinegara, Jakarta Timur (Timur). Bus Hiba Utama menabrak showroom mobil.Pantauan detikcom di lokasi, Rabu (2/11/2022), pukul 09.22 WIB, bus yang menabrak showroom mobil tampak belum dievakuasi. Warga terlihat bergotong royong mengeluarkan mobil dari showroom.Baca juga: Bus Hiba Utama Tabrak Showroom Mobil di Jaktim, 4 Mobil RingsekTampak sejumlah petugas dari Dinas Perhubungan (Dishub), Satpol PP, dan PPSU juga membantu evakuasi mobil. Mereka juga terlihat mengatur lalu lintas di lokasi.""Ada 4 mobil showroom yang kena,"" kata salah seorang warga di lokasi.Simak video 'Pengakuan Sopir Bus Usai Tabrak Showroom Mobil di Jaktim': [Gambas:Video 20detik](ygs/eva)bus tabrak showroom mobil jatinegara jakarta timur jabodetabek "
1427,6382938,Rabu,2,11,2022,"Bus Tabrak Showroom Mobil di Jaktim Dievakuasi, Lalin Macet",Jakarta,detikNews,Mulia Budi," Bus Hiba Utama yang menabrak showroom mobil di Jl I Gusti Ngurah Rai, Jatinegara, Jakarta Timur (Jaktim), dievakuasi. Bus itu dikeluarkan dari showroom mobil dan diletakkan di tepi jalan.Pantauan detikcom di lokasi, Rabu (2/11/2022), pukul 09.44 WIB, bus mulai dievakuasi. Tampak sebuah motor ringsek terlindas di depan bus tersebut.Warga tampak berhati"
1428,6382896,Rabu,2,11,2022,"Saya Nabrak Ambulans yang Tak Menyalakan Sirine, Apa Ancaman Pidananya?",Jakarta,detikNews,Tim detikcom, Ambulans diberikan keistimewaan di jalan raya karena membawa orang sakit. Tapi bagaimana bila ambulans yang tidak menyalakan sirine?Hal itu menjadi pertanyaan yang didapati detik's Advocate. Berikut pertanyaan lengkapnya:Halo detik                Saya mengalami kecelakaan lalu lintas yaitu mobil pribadi saya menabrak ambulans di perempatan. Kejadian pukul 00.15 WIB.Posisi saat itu lampu rambu lalu lintas menyala kuning. Saya tetap melaju. Tiba
1429,6382895,Rabu,2,11,2022,Truk Angkut Tepung Hantam Pagar Rumah Warga di Jembrana,Jembrana,detikBali,I Putu Adi Budiastrawan, Sebuah truk bermuatan tepung menghantam pagar rumah warga di Jalan Nasional Denpasar
1430,6382883,Rabu,2,11,2022,"Bus Hiba Utama Tabrak Showroom Mobil di Jaktim, 4 Mobil Ringsek",Jakarta,detikNews,Mulia Budi," Kecelakaan lalu lintas terjadi di Jl I Gusti Ngurah Rai, Jatinegara, Jakarta Timur (Timur). Bus Hiba Utama menabrak showroom mobil.Pantauan detikcom di lokasi, Rabu (2/11/2022), pukul 09.22 WIB, bus yang menabrak showroom mobil tampak belum dievakuasi. Warga terlihat bergotong"
1431,6382878,Rabu,2,11,2022,"Kecelakaan Beruntun di Tol JORR Arah Jembatan Tiga, Lalu Lintas Tersendat",Jakarta,detikNews,Kadek Melda Luxiana," Kecelakaan beruntun terjadi di Tol JORR Rawa Bebek arah Jembatan Tiga. Kecelakaan beruntun itu melibatkan 3 mobil.TMC Polda Metro Jaya melalui Twitternya melaporkan kecelakaan beruntun itu terjadi pada Selasa (2/11/2022) pukul 08.40 WIB.""08.40 WIB Terjadi kecelakaan beruntun antara 3 mobil minibus di Tol JORR Rawa Bebek arah Jembatan 3,"" cuit TMC Polda Metro Jaya.                Baca juga: Ada Pohon Tumbang di Km 33 Tol JORR, Lalu Lintas NormalTidak ada korban jiwa dalam kecelakaan tersebut. Peristiwa itu kini sudah dalam penanganan.""Tidak ada korban luka"
1432,6382845,Rabu,2,11,2022,Bus Hiba Utama Tabrak Showroom Mobil di Jalan I Gusti Ngurah Rai Jaktim,Jakarta,detikNews,Rolando Fransiscus Sihombing," Satu unit bus Hiba Utama mengalami kecelakaan di Jalan I Gusti Ngurah Rai, Klender, Jakarta Timur (Jaktim), pagi ini. Bus tersebut menabrak showroom mobil karena oleng.""Iya benar itu anggota saya sedang di lokasi mengevakuasi,"" kata Kasat Lantas Polres Metro Jaktim AKBP Edy Surasa saat dimintai konfirmasi, Rabu (2/11/2022).Baca juga: Maksimalkan Fungsi ETLE Mobile, Korlantas Siagakan Personel di JalanEdy menjelaskan bahwa bus tersebut awalnya berjalan dari arah Jakarta menuju arah Bekasi. Namun bus oleng lalu menabrak showroom mobil yang ada di seberang jalan.                ""Bus itu melaju dari arah barat menuju arah timur, pas di sekitaran showroom dia oleng,"" ujarnya.Baca juga: Gagal Salip Bus, Mahasiswi di Serang Tewas TerserempetPosisi bus terlihat melintang di Jalan I Gusti Ngurah Rai Jaktim seusai kecelakaan. Kondisi lalu lintas terpantau mengalami kemacetan.Petugas kepolisian kini sudah berada di lokasi kejadian. Bus saat ini sedang dievakuasi karena menutupi sebagian Jalan I Gusti Ngurah Rai Jaktim.(rfs/eva)bus tabrak showroom mobil bus tabrakan kecelakaan lalu lintas klender jaktim jakarta timur jabodetabek "
1433,6382815,Rabu,2,11,2022,"Maksimalkan Fungsi ETLE Mobile, Korlantas Siagakan Personel di Jalan",Jakarta,detikNews,Erika Dyah," Korps Lalu Lintas (Korlantas) Polri memaksimalkan fungsi tilang elektronik atau Electronic Traffic Law Enforcement (ETLE) Mobile untuk menindak pelanggaran lalu lintas. Meski begitu, polisi lalu lintas (Polantas) juga tetap disiagakan di jalan.Kasubdit Dakgar Ditgakkkum Korlantas Polri Karisman mengatakan jajaran harus sigap memfoto pelanggaran di jalan. Ia menambahkan Polantas wajib memaksimalkan fungsi ETLE Mobile tersebut sekaligus mengedukasi pelanggar.Hal ini disampaikan Karisman saat melaksanakan pengawasan dan asistensi kebijakan Kapolri Jenderal Pol Listyo Sigit yang hanya membolehkan tilang menggunakan ETLE pada Selasa (1/11). Kegiatan ini berlangsung di Ruang Pengawasan Pelanggaran dan Posko Gakkum Polres Kebumen, Jawa Tengah.                ""Bila menemukan plat nomor kendaraan yang tidak sesuai spektek dan database kendaraan yang dikeluarkan oleh Polri, wajib difotokan sekaligus mengingatkan untuk diganti sesuai dengan ketentuan yang ada,"" kata Karisman dalam keterangan tertulis, Rabu (2/11/2022).Baca juga: Polda Metro: Sehari, Pelanggar Lalin Kena ETLE Tertinggi Capai 400Ia pun berpesan kepada jajaran Polantas untuk memberikan edukasi dan teguran kepada pelanggar lalu lintas. Serta mengingatkan polantas agar menindak secara humanis.""Kehadiran petugas di lapangan tetap dilakukan untuk memberikan edukasi dan teguran terhadap pelanggaran kasat mata yang dilakukan masyarakat, agar mengurangi potensi dan fatalitas kecelakaan lalu lintas. Saat berada di jalan lakukan edukasi dan teguran dengan humanis,"" tegasnya.Lebih lanjut, Karisman mengungkap saat ini Korlantas terus memproses transisi teknologi dalam penegakkan hukum menggunakan ETLE Mobile Apps. Nantinya, pelanggar akan menerima surat konfirmasi melalui aplikasi tersebut.Oleh karena itu, ia mengimbau masyarakat mendaftarkan kendaraannya di ETLE Mobile Apps. Masyarakat bisa mendapatkan informasi di aplikasi tersebut apabila terbukti melanggar lalu lintas.""Metode pengiriman surat konfirmasi sedang bertransformasi kepada penggunaan aplikasi ETLE Mobile Apps, di mana masyarakat diimbau untuk mendaftarkan kendaraannya di aplikasi tersebut. Secara otomatis akan mendapatkan info pelanggaran lalu lintas tertangkap kamera ETLE,"" jelasnya.(ega/ega)etle korlantas tilang elektronik "
1434,6382710,Rabu,2,11,2022,Fakta-fakta Aktivis Papua Merdeka Filep Karma Pamit Menyelam-Ditemukan Tewas,Jayapura,detikSulsel,Tim detikcom,"  Aktivis Papua Filep Jacob Samuel Karma ditemukan tewas di Pantai Base G, Distrik Jayapura Utara, Kota Jayapura, Papua. Sebelum ditemukan tewas, Filep sempat pamit menyelam mencari ikan.Jasad Filep Karma ditemukan oleh warga Deplat Kiri Pantai Base G, Selasa (1/11) sekitar pukul 07.00 WIT. Dia ditemukan tewas dengan mengenakan pakaian berenang.""Iya benar informasi itu. Kini anggota sudah berada di sana,"" ungkap Kapolsek Jayapura Utara Jahja Rumra kepada detikcom, Selasa (1/11/2022).                Dirangkum detikcom, berikut fakta"
1435,6382540,Selasa,1,11,2022,"Riuh Geng Motor, Remaja Sukabumi Ternyata Tewas Akibat Laka Lantas",Sukabumi,detikJabar,Siti Fatimah,"  Polres Sukabumi Kota mengungkapkan perkembangan kasus yang menewaskan CM (20). Pria tersebut mulanya diduga korban pengeroyokan oleh geng motor namun fakta baru terungkap jika kasus tersebut adalah kecelakaan tunggal.Kapolres Sukabumi Kota AKBP SY Zainal Abidin mengatakan, ia membenarkan jika pihak kepolisian mendapatkan laporan, melakukan penyelidikan dan menyampaikan kepada awak media terkait dugaan penganiayaan yang terjadi pada Minggu (30/10) pukul 01.30 WIB di Jalan RA Kosasih, Sukaraja, Kabupaten Sukabumi.Baca juga: Viral Aksi Berandalan Motor di Sukabumi, Warga Sempat DuelKemudian dalam perjalanan penyelidikan, ada dua saksi yang diperiksa yaitu AN (16) dan MR (16). Keduanya memberikan keterangan berubah"
1436,6382284,Selasa,1,11,2022,"Terjatuh Saat Dahului Truk, Pengendara Motor di Binjai Tewas Terlindas",Binjai,detikSumut,Datuk Haris Molana," Seorang pengemudi sepeda motor bernama Ariman (38) tewas ketika mengalami kecelakaan di Jalan T.A Hamzah, Desa Sambirejo, Kecamatan Binjai, Kabupaten Langkat. Korban tewas terlindas setelah tergelincir saat mendahului truk di depannya.""Saat mendahului tergelincir dan terjatuh di mana pengendara sepeda motor tersebut masuk ke kolong bawah truk kemudian terlindas dan meninggal di TKP,"" kata Kasi Humas Polres Binjai Iptu Junaidi, Selasa (1/11/2022).Junaidi menjelaskan kecelakaan itu terjadi pada Senin (31/10) malam antara sepeda motor yang dikemudikan oleh Ariman (38) kontra mobil truk yang dikemudikan Bero (47). Keduanya merupakan warga Kecamatan Binjai, Kabupaten Langkat.                Baca juga: Pemotor di Pekanbaru Tewas Ditabrak Pria yang Asyik Rekam Video di JalananSebelum kecelakaan itu terjadi, Ariman berboncengan dengan Hamidah (37) dan Bero datang dari arah Simpang Kebun Lada menuju Kwala Begumit.Saat itu, truk yang disopiri Bero berada di depan sepeda motor yang disopiri Ariman. Ketika berada di TKP, Ariman mencoba mendahului truk itu namun malangnya dia tergelincir dan terjatuh hingga terlindas oleh truk.""Pada saat berada di TKP sepeda motor mendahului mobil truk dan disaat mendahului tergelincir dan terjatuh di mana pengendara sepeda motor tersebut masuk ke kolong bawah truk kemudian terlindas dan meninggal di TKP, sedangkan yang diboncengnya mengalami luka diduga patah di tangan kiri, lecet di kaki kiri, dirawat di Klinik Tiarman,"" ujar Junaidi.Junaidi mengatakan untuk kendaraan yang terlibat kecelakaan lalu lintas saat ini telah diamankan di kantor Sat Lantas Polres Binjai.Baca juga: Truk Seruduk 3 Minibus di Exit Tol Pekanbaru"
1437,6382508,Selasa,1,11,2022,Lalin Semanggi Arah Bundaran Senayan Padat Malam Ini,Jakarta,detikNews,Arief Ikhsanudin," Polda Metro Jaya melaporkan kondisi lalu lintas di kawasan Semanggi arah Bundaran Senayan, Jakarta. Disebut, kondisi lalu lintas di kawasan itu padat.""19.50 Situasi arus lalu lintas di Kawasan Semanggi menuju arah Bundaran HI terpantau ramai cenderung padat,"" tulis akun twitter TMC Polda Metro Jaya, seperti dilihat, Selasa (1/11/2022).TMC Polda Metro Jaya pun menguggah video kondisi lalu lintas. Di video tersebut, terlihat jalanan dipadati kendaraan.                Mobil berjalan dengan pelan. Sementara itu, sepeda motor melaju melewati celah di antara mobil.Baca juga: Tol Bekasi"
1438,6381430,Selasa,1,11,2022,"Adu Banteng Pikap dan Dua Motor di Mojokerto, 1 Pelajar Tewas",Mojokerto,detikJatim,Enggran Eko Budianto," Kecelakaan adu banteng pikap dan dua motor yang dikendarai pelajar terjadi di Jalan Raya Dusun Sroyo, Desa/Kecamatan Dlanggu, Mojokerto. Kecelakaan mengakibatkan 1 siswi tewas dan 2 pelajar lainnya luka parah.Kanit Gakkum Satlantas Polres Mojokerto Iptu Wihandoko menuturkan kecelakaan berawal saat pikap nopol S 8803 RB melaju dari dari selatan ke utara atau dari arah Kecamatan Gondang ke Bangsal.Sampai di Jalan Raya Dusun Sroyo sekitar pukul 07.00 WIB, pikap yang dikemudikan Mochammad Sastro Cahyo (43), warga Desa Dukuhmojo, Mojoagung, Jombang menyalip kendaraan di depannya dari sisi kanan.                Baca juga: Pemotor Tewas Usai Senggol Truk Parkir"
1439,6380913,Selasa,1,11,2022,Pemotor di Pekanbaru Tewas Ditabrak Pria yang Asyik Rekam Video di Jalanan,Pekanbaru,detikSumut,Raja Adil Siregar," Kecelakaan maut melibatkan dua sepeda motor di Pekanbaru, Riau, tadi malam. Satu orang pengendara tewas setelah ditabrak dari belakang oleh pengendara lain yang sedang asyik merekam video.Kasat Lantas Polresta Pekanbaru Kompol Angga mengatakan insiden berawal saat pengendara sepeda motor CBR BM 5842 AAA yang dikendarai Firman Saputra (20) bergerak di Jalan Arifin Achmad jalur utara. Dia datang dari arah barat menuju timur sambil memegang handphone.""Handphone ini untuk mengambil video. Sesampainya di depan Kantor Gerindra, Firman memasukkan HP ke dalam saku celananya. Lalu motor yang dikendarainya oleng ke kiri,"" kata Angga, Selasa (1/11/2022).                Baca juga: Santri di Riau Tewas Direndam dalam Kolam Ikan, Petugas Keamanan Tersangka!Hanya hitungan detik, Firman langsung menabrak dari samping sebelah kanan sepeda motor Supra BM 2412 QB. Motor tersebut dikendarai oleh korban bernama Selamet.""Korban ini bergerak di jalan yang sama atau datang dari arah yang sama. Maka terjadilah kecelakaan lalu lintas,"" katanya.Akibatnya, korban terjatuh dan mengalami luka pada bagian kepala dan meninggal di tempat. Sementara Firman menderita luka di bagian kening dan sudah dibawa ke RS Tabrani Pekanbaru.""Korban meninggal tadi malam langsung dibawa ke RSUD Arifin Achmad. Luka di kepala dan kejadian itu pukul 22.00 WIB,"" katanya.Baca juga: Penampakan Kolam Ikan Tempat Santri di Riau Tewas Dihukum BerendamSimak Video ""Mobil Seruduk Kerumunan Orang di Texas, 8 Orang Tewas""[Gambas:Video 20detik](ras/dpw)kecelakaan maut pekanbaru riau"
1440,6380657,Selasa,1,11,2022,"Detik-detik Mengerikan 3 Guru di Pinrang Tabrakan Mobil Vs Motor, 2 Tewas",Pinrang,detikSulsel,Tim detikSulsel," Tiga guru di Pinrang, Sulawesi Selatan (Sulsel) terlibat kecelakaan maut usai mobil dan motor yang dikendarainya mengalami tabrakan. Insiden itu mengakibatkan dua guru tewas.Tabrakan itu terjadi terjadi di Kelurahan Lampa, Kecamatan Duampanua, Kabupaten Pinrang, tepatnya di depan SMAN 2 Pinrang, Senin (3/10/2022) sekitar pukul 11.30 Wita. Dua korban tewas merupakan guru SMAN 2 Pinrang bernama Muhammad Said (52) dan Amrullah (55).""Iya benar, keduanya guru di sekolah kami dan meninggal dua"
1441,6380262,Senin,31,10,2022,"Gagal Nyalip, Pemotor di Cileungsi Bogor Tewas Ditabrak Truk",Bogor,detikNews,Rizky Adha Mahendra, Kecelakaan lalu lintas terjadi di Jalan Raya Cileungsi
1442,6380181,Senin,31,10,2022,"Cerita Horor Tanjakan Silayur Semarang, Sering Dikaitkan Kejadian Kecelakaan",Semarang,detikJateng,Tim detikJateng,"  Tanjakan Silayur, Ngaliyan, Kota Semarang memang rawan kecelakaan. Kejadian ini sering dikaitkan dengan cerita mistis atau urban legend yang kental di sana. Konon ada sosok perempuan yang kerap menampakkan diri di sekitar lokasi.Sebelum membahas soal urban legend, lokasi tanjakan atau turunan Silayur berada di Jalan Prof dr. Hamka, Kecamatan Ngaliyan. Lalu lintas cukup ramai di jam"
1443,6379882,Senin,31,10,2022,Pemkot Tangerang Gelar Razia Tertibkan Jam Operasional Truk Tanah,Jakarta,detikNews,Sukma Nur," Pemerintah Kota Tangerang melakukan operasi gabungan untuk melakukan pengecekan dan pengawasan truk tanah yang melintasi Kota ataupun Kabupaten Tangerang. Operasi gabungan ini dipimpin langsung oleh Kapolres Metro Tangerang Kota Kombes Pol Zain Dwi Nugroho pada hari ini.Untuk diketahui, operasi ini digelar sebagai upaya menanggapi keluhan masyarakat karena adanya kemacetan iring"
1444,6379638,Senin,31,10,2022,"Tilang Manual Dihapus, Begini Wanti-wanti Kapolri",Jakarta,detikOto,Tim detikcom," Kapolri Jenderal Listyo Sigit Prabowo melarang anggota polisi untuk melakukan tilang manual. Namun, fungsi polantas bukan soal menilang, tapi juga melakukan penegakan hukum lainnya.Menurut Sigit, penghapusan tilang manual dilakukan untuk mengurangi interaksi antara petugas dengan pelanggar lalu lintas yang berpotensi terjadinya pungli. Untuk itu, Kapolri mengarahkan penindakan terhadap pelanggaran lalu lintas menggunakan tilang elektronik atau ETLE (Electronic Traffic Law Enforcement) akan dimaksimalkan.Menurut Sigit, saat ini sistem ETLE sudah diterapkan sepenuhnya di 34 polda di Indonesia. Dengan begitu, kata dia, saat ini sudah waktunya mengubah sistem tilang jadi memanfaatkan teknologi informasi.                Baca juga: Dilarang Tilang Manual, Polisi Bakal Dilengkapi Kamera Badan""Dan kemudian peran anggota di lapangan lebih kepada melakukan langkah"
1445,6379456,Senin,31,10,2022,"3 Guru di Pinrang Saling Tabrak Mobil Vs Motor, 2 Orang Tewas",Pinrang,detikSulsel,Muhclis Abduh," Kecelakaan lalu lintas antara mobil dan motor terjadi di depan SMAN 2 Kabupaten Pinrang, Sulawesi Selatan (Sulsel). Insiden tabrakan ini melibatkan tiga orang guru dimana dua di antaranya, yakni Muhammad Said dan Amrullah, tewas.""Iya benar, keduanya guru di sekolah kami dan meninggal dua"
1446,6379425,Senin,31,10,2022,"Tabrakan Beruntun 3 Motor di Sedayu Bantul, Satu Orang Tewas",Bantul,detikJateng,Pradito Rida Pertana," Kecelakaan beruntun yang melibatkan 3 sepeda motor terjadi di Jalan Raya Wates, tepatnya depan SPBU UAD, Pedukuhan Tonalan, Kalurahan Argosari, Kapanewon Sedayu, Kabupaten Bantul, DIY. Akibatnya, satu pengendara meninggal dunia.Kasi Humas Polres Bantul Iptu I Nengah Jeffry mengatakan, kejadian bermula saat motor matik berpelat nomor AB 4876 BR yang dikendarai Ika Puspa Dewi (32) melaju dari arah barat ke timur sekitar pukul 07.00 WIB. Sesampainya di depan SPBU UAD, tiba"
1447,6379112,Senin,31,10,2022,Tesla Hadapi Investigasi Kriminal karena Klaim Mobilnya Bisa Jalan Sendiri,Jakarta,detikOto,Dina Rayanti," Perusahaan mobil listrik ternama asal AS, Tesla tengah dalam investigasi kriminal. Hal itu lantaran perusahaan milik Elon Musk itu mengklaim mobil listriknya bisa berjalan sendiri.Dalam laporan Reuters, departemen hukum AS baru"
1448,6377984,Minggu,30,10,2022,"Sempat Tertimbun Longsoran, Jalan Trans Sulawesi Berhasil Dibuka",Jakarta,detikFinance,Achmad Dwi Afriyadi,"  Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) berhasil membuka secara fungsional satu lajur Jalan Trans Sulawesi yang menghubungkan Kabupaten Mamuju dengan Kabupaten Majene Sulawesi Barat pada Sabtu malam (29/10). Sebelumnya, jalur tersebut terputus akibat longsor.Longsor yang terjadi di sejumlah titik di jalur Trans Sulawesi akibat tingginya curah hujan yang mengguyur kawasan itu sejak Kamis (27/10). Longsoran batu, tanah bahkan pohon tumbang terjadi pada ruas Bts Kab Mamuju "
1449,6377837,Minggu,30,10,2022,"Surat Tilang Ditarik, Diganti Surat Teguran, Apa Bedanya?",Jakarta,detikOto,Tim detikcom," Polisi lalu lintas sudah dilarang melakukan tilang manual, bahkan Ditlantas Polda Metro Jaya sudah menarik blangko tilang. Di sisi lain Korlantas sudah menyiapkan surat teguran sebagai gantinya.Diberitakan detikcom sebelumnya, Dirlantas Polda Metro Jaya Kombes Latif Usman mengatakan pihaknya menarik seluruh blangko tilang di anggota Polantas menyusul adanya kebijakan Kapolri Jenderal Listyo Sigit Prabowo yang melarang anggota melakukan tilang manual.""Dengan arahan Pak Kapolri penilangan tidak boleh manual, kami secara keseluruhan di Jakarta ini untuk surat tilang sudah kami tarik dari seluruh anggota,"" kata Dirlantas Polda Metro Jaya Kombes Latif Usman saat dihubungi beberapa waktu yang lalu.                Baca juga: Tilang Manual Dilarang, Pelanggar Lalu Lintas Makin Banyak?Latif mengatakan saat ini penilangan akan difokuskan menggunakan pengawasan kamera e"
