conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,78E+18;Thu Apr 25 20:55:03 +0000 2024;26671;TWEET APRESIASI!🇮🇩 ERNANDO. ARI. SUTARYADI PAHLAWAN TIMNAS INDONESIA U-23! https://t.co/XcSIfFDL05;1,78E+18;https://pbs.twimg.com/media/GMCfUgvasAAS5uZ.jpg;;in;Terperangkap Offside;419;474;4946;https://x.com/FaktaSepakbola/status/1783600633909813690;1316071146;FaktaSepakbola
1,80E+18;Sun Jun 16 22:34:36 +0000 2024;364;Untung memilih turu daripada menonton timnas yang dilatih Southgate ini. Lihat di TL Inggris mainnya ngebosenin tapi Saka bisa kasih assist. Hehe https://t.co/bHIwNFiLKV;1,80E+18;https://pbs.twimg.com/media/GQOomgHbAAAKnLm.jpg;;in;Indonesia;3;40;18;https://x.com/IDGoonerscom/status/1802469856559939792;492390361;IDGoonerscom
1,80E+18;Sun Jun 16 08:05:52 +0000 2024;985;‼️ RUMOURS ‼️ Nama pelatih asal Inggris 󠁧󠁢󠁥󠁮󠁧󠁿John Carver dikabarkan jadi nama teranyar calon nakhoda baru Persija. Pelatih yang sempat menukangi 󠁧󠁢󠁥󠁮󠁧󠁿Newcastle United tersebut saat ini menjabat sebagai asisten pelatih Timnas Skotlandia di #EURO2024 (via @B__kam) https://t.co/a0CSvFeN8o;1,80E+18;https://pbs.twimg.com/media/GQLh8eNbgAADBg2.jpg;;in;Indonesia;41;140;78;https://x.com/Indostransfer/status/1802251232653746251;8,11E+17;Indostransfer
1,80E+18;Sat Jun 15 09:12:17 +0000 2024;37;Wah ada badge emas di jersey timnas putri Spanyol. Ini displaynya di AEON Sentul City Bogor. https://t.co/yxGRKgEeZD;1,80E+18;https://pbs.twimg.com/media/GQGnjEQaIAA60xB.jpg;;in;Indonesia;2;3;3;https://x.com/womensfootie_id/status/1801905557693223075;1454368958;womensfootie_id
1,80E+18;Tue Jun 18 10:41:20 +0000 2024;82;We just dont understand why belakangan ini lebih banyak orang yang against WFI alias kontra. Just because timnas putra lagi sukses terus sepakbola putri dianggap jadi pengganggu kalau berjalan sekarang juga? Aneh sih kalau mindset sebagian besar orang seperti itu. Kami tuh cuma https://t.co/HdTQ098beu;1,80E+18;https://pbs.twimg.com/media/GQWYs8zaUAA3xZO.jpg;;in;Indonesia;0;5;36;https://x.com/womensfootie_id/status/1803015129862435273;1454368958;womensfootie_id
1,80E+18;Mon Jun 17 02:44:03 +0000 2024;16;Jangan terbalik pelanggar HAM itu faktanya adalah para OPM. OPM KST Papua tak segan membunuh warga sipil dn menyerang aparat saat bertugas jaga keamanan. OPM mana berani perang terbuka Sikat OPM sampai tuntas! #TolakOPMPelanggarHAM #EURo2024 Idul Adha Timnas Pusat Ayoo Boaz https://t.co/8m77TNc9JB;1,80E+18;https://pbs.twimg.com/media/GQPh3KlbYAABTCv.jpg;;in;;1;3;16;https://x.com/coema_coemi/status/1802532632837963870;1,32E+18;coema_coemi
1,80E+18;Sat Jun 22 12:09:42 +0000 2024;24;𝑾𝑬𝑳𝑪𝑶𝑴𝑬 𝑹𝑶𝑵𝑨𝑳𝑫𝑶 𝑹𝑶𝑫𝑹𝑰𝑮𝑼𝑬𝑺 Former Brazil U17 National Team has seal the deal with Borneo FC Samarinda to make our backline more stronger welcome Ronaldo! MANYALA Selengkapnya https://t.co/GENvr8cYpo #G10RY #BorneoFC #Samarinda #Manyala https://t.co/RT751WYfWE;1,80E+18;https://pbs.twimg.com/ext_tw_video_thumb/1804486812465082368/pu/img/ASsNb57pt20Jh71_.jpg;;en;Samarinda;0;4;1;https://x.com/BorneoSMR/status/1804486921605017719;170159023;BorneoSMR
1,80E+18;Thu Jun 20 08:37:27 +0000 2024;898;Siang tadi kami dari PSSI dan PT LIB kembali rapat membahas berbagai hal untuk memperbaiki Liga. Kami sudah menyepakati kalender kompetisi Liga 1 hingga 2027 agar baik Liga maupun agenda Timnas bisa berjalan dengan baik. Kami juga akan menghidupkan liga 3 dan 4 sebagai jalan https://t.co/gWNoQOiJn2;1,80E+18;https://pbs.twimg.com/media/GQgPhnGbkAAWKg7.jpg;;in;Indonesia;4;119;74;https://x.com/erickthohir/status/1803708730397376796;43088704;erickthohir
1,80E+18;Tue Jun 18 03:56:31 +0000 2024;2522;9 HARI LAGI MENUJU DRAWING Groups AFC Asian Qualifiers road to FIFA WORLD CUP 26! 18 Negara Asia 8-9 tiket untuk berlaga di AS Meksiko Kanada! Mohon doa dan dukungannya untuk Timnas Indonesia🇮🇩️ https://t.co/rQTue05BTe;1,80E+18;https://pbs.twimg.com/media/GQU8DQKa4AARZTx.jpg;;in;DKI Jakarta, Indonesia;17;47;172;https://x.com/UpdateBolabola/status/1802913258376192413;1089010123;UpdateBolabola
1,80E+18;Tue Jun 18 22:42:23 +0000 2024;2695;Gol Arda Guler ke gawang Georgia sangat mirip dengan gol pertamanya untuk Timnas Turki. Template Goal Arda Guler https://t.co/dLRY4XspDp;1,80E+18;https://pbs.twimg.com/media/GIZIXkIWIAAz6vT.jpg;;in;Satelit ;10;55;152;https://x.com/SiaranBolaLive/status/1803196591437975912;756534156;SiaranBolaLive
1,80E+18;Mon Jun 03 07:41:06 +0000 2024;2;orang indo nih bisa stop rasis ngga ya? capek banget dah tiap timnas lawan negara2 sana selalu aja ada komen jelek begini. tanyarl https://t.co/xP02KhbMUw;1,80E+18;https://pbs.twimg.com/media/GPIfmpfacAErwLD.jpg;;in;Indonesia;0;1;0;https://x.com/tanyarlfes/status/1797533955031544066;1371650588;tanyarlfes
1,80E+18;Mon Jun 17 05:01:16 +0000 2024;2;Masyaallah Begini Perjuangan Pemain Timnas Indonesia Witan Sulaeman Bantu Sang Istri Bisa Cium Hajar Aswad di Tanah Suci: Yuk intip momen Witan Sulaeman berusaha antarkan sang istri mencium batu surga hajar aswad. https://t.co/kfeJzXGawx https://t.co/K5qPk3RUiv;1,80E+18;https://pbs.twimg.com/media/GQQBSLPaoAAeMAh.jpg;;in;Pulo Gadung, Indonesia;0;2;0;https://x.com/tvOneNews/status/1802567163850686861;55507370;tvOneNews
1,80E+18;Mon Jun 17 11:10:41 +0000 2024;153;𝐕𝐀𝐍 𝐃𝐈𝐉𝐊 𝐌𝐄𝐍𝐆𝐀𝐊𝐔 𝐒𝐔𝐃𝐀𝐇 𝐁𝐄𝐑𝐊𝐎𝐌𝐔𝐍𝐈𝐊𝐀𝐒𝐈 𝐃𝐄𝐍𝐆𝐀𝐍 𝐎𝐑𝐀𝐍𝐆 𝐏𝐒𝐒𝐈. Semakin banyak pemain keturunan yang tertarik untuk menjadi WNI dan memperkuat Timnas Indonesia🇮🇩. Satu yang terbaru adalah Damian van Dijk (20/CB/🇳🇱). Saat ini Damian van https://t.co/Alz3LC3xqY;1,80E+18;https://pbs.twimg.com/media/GQRV1VEaIAAhThC.jpg;;in;;7;20;16;https://x.com/bahaspemainbola/status/1802660131198607478;7,53E+17;bahaspemainbola
1,80E+18;Sat Jun 15 02:23:19 +0000 2024;91;TODAY IS THE DAY! 🇮🇹 https://t.co/EAsfyvOFS8;1,80E+18;https://pbs.twimg.com/amplify_video_thumb/1414282612814843906/img/TRV3Wa9iTSDskqNN.jpg;;en;Indonesia;2;6;14;https://x.com/infoAzzurri/status/1801802638742405444;308372640;infoAzzurri
1,80E+18;Sun Jun 16 11:46:14 +0000 2024;17;￼MILLS Timnas Indonesia Jersey Home Player Issue lagi Diskon 60% cuyyy MILLS Official Shop https://t.co/25dj5hWImH https://t.co/EsldxaiLNz;1,80E+18;https://pbs.twimg.com/media/GQMUX-2bwAARTmD.jpg;;en;;3;0;4;https://x.com/SIndonesia25/status/1802306686709125135;1,76E+18;SIndonesia25
1,80E+18;Wed Jun 19 09:08:50 +0000 2024;18; https://t.co/28FirkUVh0;1,80E+18;https://pbs.twimg.com/media/GQbNH0OaIAMjXdn.jpg;TimnasIndonesia;qme;Indonesia;1;0;1;https://x.com/TimnasIndonesia/status/1803354240339124589;1,68E+18;TimnasIndonesia
1,80E+18;Wed Jun 19 05:34:29 +0000 2024;2;Skuat final timnas U-16 yang akan mengikuti ASEAN Boys U-16 Championship atau yang lebih. 23 nama telah dipilih oleh pelatih Nova Arianto. Dua pemain yang berkarir di luar negeri masuk dalam tim. Mathew Baker ( Melbourne City ) dan Lucas Raphael ( De Anza Force ). https://t.co/3B22M3mAJj;1,80E+18;https://pbs.twimg.com/media/GQacEO8aIAECPm-.jpg;;in;Lapangan Futsal, Indonesia;0;0;0;https://x.com/Bolalob/status/1803300299966451775;141161798;Bolalob
1,80E+18;Mon Jun 17 01:22:27 +0000 2024;9;habis nemenin belanja.. nemenin ketua decul nonton timnas @Greesel_JKT48 🇮🇩 #Jeketiselcaday #jsd https://t.co/piMeiwj92e;1,80E+18;https://pbs.twimg.com/media/GQPPMkbbcAAinpJ.jpg;;in;BUKAN WNI;0;2;3;https://x.com/fmosss_/status/1802512098003726537;1,23E+18;fmosss_
1,80E+18;Fri Jun 21 13:09:20 +0000 2024;7;Lha itu di Timnas Singapura juga ada Nathan #TimnasDay #AFFU16 #KitaGaruda https://t.co/GtutjYgsxV;1,80E+18;https://pbs.twimg.com/ext_tw_video_thumb/1804139430430797824/pu/img/D318nyuvQOuiyWG7.jpg;;in;Indonesia ;0;1;0;https://x.com/Titipan_Mafia/status/1804139540720079053;1,47E+18;Titipan_Mafia
1,80E+18;Tue Jun 18 11:20:16 +0000 2024;40;artikel Nathan yg WalesOnline itu ditulis 5 hari yg lalu dan artikelnya pun bukan ngomongin Tjoe-A-On aja tapi 7 pemain Swansea lainnya (dunia tidak berputar pada pemain timnas ges pls). Hopefully anaknya bisa buktiin selama pre-season Juli nanti. Wishing him all the best! https://t.co/E029cvn3l7;1,80E+18;https://pbs.twimg.com/media/GQWhnV7aQAA3L2W.jpg;;in;;0;0;14;https://x.com/cornerislab/status/1803024928490590344;1,71E+18;cornerislab
1,80E+18;Wed Jun 19 07:46:51 +0000 2024;11;Walikota solo gibran rakabuming semangati Timnas Indonesia Dinasty solo emang keren https://t.co/VLsEBjxGAN;1,80E+18;https://pbs.twimg.com/ext_tw_video_thumb/1803333263441993728/pu/img/5jogFbCRqnnhomqk.jpg;;in;;0;6;3;https://x.com/gustavssondhela/status/1803333609069355165;1,74E+18;gustavssondhela
1,80E+18;Sun Jun 16 01:19:02 +0000 2024;5;Gaaas wahai kolektor jersey timnas @Officialkjti https://t.co/es9YfOZHvL;1,80E+18;https://pbs.twimg.com/media/GQKE0gQa4AEK2Oj.jpg;;in;Jakarta Selatan, DKI Jakarta;1;0;1;https://x.com/jerseysneil/status/1802148848368071157;1718469858;jerseysneil
1,80E+18;Fri Jun 21 04:44:46 +0000 2024;4;Min kumaha ieuu? Timnas pusat ngambil pemain dari cabang @id_fm https://t.co/MoLD4qPDkN;1,80E+18;https://pbs.twimg.com/media/GQkj2llagAAXM8U.jpg;;in;Bandung, IDN;1;3;1;https://x.com/jamurlautt/status/1804012561802891449;1,15E+18;jamurlautt
1,80E+18;Tue Jun 18 06:57:51 +0000 2024;10;Satu suarakan kita dukung timnas turki meraih kemenangan.. kuk kuk kuk kukk 🇹🇷 https://t.co/fXY3EImgKC;1,80E+18;https://pbs.twimg.com/media/GQVljMsbYAA6kpO.jpg;;in;DihatiKimmy;1;2;1;https://x.com/pawrellll/status/1802958890352717973;1,63E+18;pawrellll
1,80E+18;Sat Jun 15 08:54:06 +0000 2024;5;JKT48 kemarin membagikan video di kanal YouTube JKT48 TV yaitu nonton bareng Timnas Indonesia di babak kedua Kualifikasi Piala Dunia bersama Gita Greesel dan Aurellia. Yang menjadi sorotan di video salah satunya adalah Gita yang ternyata pengetahuan tentang Timnas luas https://t.co/BaL1RjfI9E;1,80E+18;https://pbs.twimg.com/media/GQGjZOsbwAACxug.jpg;;in;Purwokerto, Indonesia;0;1;2;https://x.com/hanyacrtn/status/1801900982521192496;1,43E+18;hanyacrtn
1,80E+18;Wed Jun 19 03:40:29 +0000 2024;5;Langsung di kasih pujian sama pelatih Georgia kelompok umur yang sering menerima praktek pemain titipan untuk Timnas Georgia. Orangnya sok paling agamis Tapi hatinya busuk penuh dengan kebencian. #PelatihGeorgia #EURO2024 https://t.co/Hgk4KmfTHp;1,80E+18;https://pbs.twimg.com/media/GQaB-ROaIAAB8iF.jpg;;in;Indonesia ;1;1;1;https://x.com/Titipan_Mafia/status/1803271610125697146;1,47E+18;Titipan_Mafia
1,80E+18;Sat Jun 15 04:09:56 +0000 2024;5;#jersey4sale #1565 #TIMNAS #Indonesia HOME 2020 S179 M299 Home 2022 LS PI BOXSET 5xl 1jt Jaket anthem 2022 S650 M 675 Via tokped +admin https://t.co/wsodD8ZATO DM/WA https://t.co/0FdIRTzjyh nitip om thanks @Jerseyforum @fajarrusalem @jerseycadangan @indonesianjsy @RCJerseyOri https://t.co/4a5bX63Ipy;1,80E+18;https://pbs.twimg.com/media/GQFiVUKbEAgJcIt.jpg;;en;Bandung, West Java;0;0;3;https://x.com/futebolre/status/1801829468958507273;991007220;futebolre
1,80E+18;Wed Jun 19 04:09:26 +0000 2024;9;ASEAN U16 Pelatih timnas Indonesia U16 Nova Arianto resmi memilih 23 pemain untuk mengikuti ASEAN Boys' Championship U16 2024. Pada ajang ini Indonesia berada di grup A dengan Laos Filipina dan Singapura. https://t.co/6KQKbUPYqr;1,80E+18;https://pbs.twimg.com/media/GQaIlENaIAAb5kf.jpg;;in;;0;1;2;https://x.com/PengamatSpkBola/status/1803278894558007780;1,72E+18;PengamatSpkBola
1,80E+18;Fri Jun 21 12:32:15 +0000 2024;2;Ternyata efek cahaya aja Pak kalo liat yang dipakai kiper utama warnanya masih neon @Jerseyforum https://t.co/XPgUkcRgCv;1,80E+18;https://pbs.twimg.com/media/GQmO29WaUAAhthP.jpg;;in;Indonesia;2;2;1;https://x.com/Officialkjti/status/1804130206522970130;1,03E+18;Officialkjti
1,80E+18;Sun Jun 16 12:44:49 +0000 2024;19;Nonton Timnas Pusat wkwkw #BelandaDay https://t.co/HOQ5RLBzwV;1,80E+18;https://pbs.twimg.com/media/GQMhxKSbEAA_tVP.jpg;;in;;1;3;1;https://x.com/BadmintonLive1/status/1802321432896020501;1,19E+18;BadmintonLive1
1,80E+18;Mon Jun 17 06:46:36 +0000 2024;157;Kalo melihat permainan timnas Inggris tadi malam menurut kalian seberapa besar peluang tim asuhan ini untuk juara Euro 2024? #euro2024 https://t.co/2OlZQB8sBG;1,80E+18;https://pbs.twimg.com/media/GQQZY7gb0AANkY7.jpg;;in;;6;91;13;https://x.com/gilabola_ina/status/1802593670279160128;1,17E+18;gilabola_ina
1,80E+18;Tue Jun 18 15:17:16 +0000 2024;4;Cucu: Tim pavorit Aqi di piala Eropa tahun ini Tim apa? Aqi: Belanda Cucu: Ohh Timnas pusat ya? Aqi: ‍️‍️ https://t.co/h80KP7Zzxw;1,80E+18;https://pbs.twimg.com/media/GQXX3UnaEAAEI3I.jpg;;in;Di mana saja;0;1;3;https://x.com/AqiaqiH/status/1803084573695463583;1,39E+18;AqiaqiH
1,80E+18;Sat Jun 15 07:06:46 +0000 2024;30;️Robbo: Di babak pertama kita salah di semua hal. Kita tidak bermain bagus tidak cukup agresif membiarkan pemain bagus mendapat bola dan mereka jelas memiliki rencana yang sejuta kali lebih bagus dari rencana kita Malam yang buruk untuk Robbo dan timnas Skotlandia https://t.co/YOCd5RaQjW;1,80E+18;https://pbs.twimg.com/media/GQGKi7CbEAEcQmL.jpg;;in;Indonesia;0;0;1;https://x.com/PosRondaAnfield/status/1801873972239470890;1,67E+18;PosRondaAnfield
1,80E+18;Thu Jun 20 11:34:02 +0000 2024;10;Big Bos mengungkapkan ketertarikan klub untuk merekrut pemain keturunan yang ada di timnas Indonesia namun ia menyebut nilai pasar pemain keturunan lebih besar dari pemain asing yang beredar di Liga Indonesia. Pehh jeg bayahhh pak Bossss Ade kliab ne Semeton? https://t.co/jbaryYeINV;1,80E+18;https://pbs.twimg.com/media/GQg38wjaUAA3srb.jpg;;in;Denpasar, Bali;0;14;0;https://x.com/Bali_Football/status/1803753170084233337;442494029;Bali_Football
1,80E+18;Thu Jun 20 11:31:22 +0000 2024;2;Yang tidak dipanggil Timnas tetep kudu masuk latihan lho https://t.co/OnReZNcl2u;1,80E+18;https://pbs.twimg.com/media/GQdlzDrWAAEvTRO.jpg;;in;Indonesia;0;0;0;https://x.com/ajaxindonesiaid/status/1803752500333510662;1,67E+18;ajaxindonesiaid
1,80E+18;Fri Jun 21 04:19:11 +0000 2024;19;Pedri sebelum dan sesudah kehadiran Yamal di squad timnas Spanyol. https://t.co/6Bi2yDavdO;1,80E+18;https://pbs.twimg.com/media/GQkeAdRakAAgZHC.jpg;;in;;0;0;0;https://x.com/idloscules/status/1804006125836341365;1,73E+18;idloscules
1,80E+18;Sun Jun 16 12:35:02 +0000 2024;4;Jersey Timnas Belanda Home https://t.co/zLTYYd8MTe Away https://t.co/Gf9jbFbsMF https://t.co/RFrYFwbg5b;1,80E+18;https://pbs.twimg.com/media/GQMfiqybYAA1MTU.jpg;;en;;2;0;0;https://x.com/SIndonesia25/status/1802318968709054754;1,76E+18;SIndonesia25
1,80E+18;Tue Jun 18 12:51:33 +0000 2024;2;RELA TEMPUH JARAK 4.000KM DEMI TIMNAS GEORGIA! 🇬🇪 Shadiman Kharshiladze seorang kurir Georgia rela menempuh jarak sekitar 4 000km menggunakan motor dari Tbilisi demi mengantarkan bendera Georgia ke markas latihan mereka di Jerman Dusseldorf. https://t.co/KozEkjgr2c;1,80E+18;https://pbs.twimg.com/media/GQW2ZszaoAEIEOA.jpg;;in;;0;1;0;https://x.com/persfootballid/status/1803047901364687159;1,31E+18;persfootballid
1,80E+18;Mon Jun 17 02:09:38 +0000 2024;15;Presiden Jokowi telah memastikan akan melakukan upacara Peringatan HUT Kemerdekaan RI ke-79 pada 17 Agustus 2024 digelar di Ibu Kota Nusantara (IKN) Sepaku Kab. Penajam Paser Utara Prov Kalimantan Timur. #EURo2024 Idul Adha Timnas Pusat Minal Kevin Cat 5 Yuta Cowok 1990 https://t.co/c4nWunr30K;1,80E+18;https://pbs.twimg.com/media/GQPZ_csb0AALPQE.jpg;;in;;0;3;15;https://x.com/Nidyna10/status/1802523970782306384;1,71E+18;Nidyna10
1,80E+18;Mon Jun 17 02:07:20 +0000 2024;16;Kementerian PUPR mengatakan Istana Kepresidenan di IKN Nusantara siap ditempati oleh Presiden Joko Widodo (Jokowi). Dia mengatakan Istana IKN bisa digunakan Jokowi utk menginap pada 17 Agustus 2024. #EURo2024 Idul Adha Timnas Pusat Minal Kevin Cat 5 Yuta Cowok 1990 https://t.co/4xRRTW9btI;1,80E+18;https://pbs.twimg.com/media/GQPZd5TbcAARyxB.jpg;;in;;2;3;14;https://x.com/Nidyna10/status/1802523392765259796;1,71E+18;Nidyna10
1,80E+18;Sat Jun 15 13:00:02 +0000 2024;84;Daftar top skor di level timnas ️ 1️⃣3️⃣0️⃣ - Cristiano Ronaldo 🇵🇹 1️⃣0️⃣8️⃣ - Ali Daei 🇮🇷 1️⃣0️⃣8️⃣ - Lionel Messi 🇦🇷 https://t.co/e7CWl1MoRy;1,80E+18;https://pbs.twimg.com/media/GQHTPJsacAANDhJ.jpg;;in;Indonesia;0;2;5;https://x.com/GOAL_ID/status/1801962872018542988;27197792;GOAL_ID
1,80E+18;Mon Jun 17 03:04:39 +0000 2024;14;Pemerintah tekankan pentingnya pendidikan dan pelatihan vokasi. Pemerintah Indonesia memberikan prioritas tinggi dengan merevitalisasi Pendidikan dan Pelatihan Vokasi tuk tingkatkan produktivitas #EURo2024 Idul Adha Timnas Pusat Kevin Minal Kevin Cat 5 Yuta Cowok 1990 Boaz https://t.co/luUGjQV8wp;1,80E+18;https://pbs.twimg.com/media/GQPmk6waAAAQfXy.jpg;;in;;0;3;14;https://x.com/coema_coemi/status/1802537817245155409;1,32E+18;coema_coemi
1,80E+18;Sun Jun 16 05:01:19 +0000 2024;4;kenapa logo Nike di jersey Juventus Home 2014/2015 yg dikenakan oleh Mats Julian Hummels ini ditutup? A. beliau sodaraan sama Gaddafi yg anti Amriki B. beliau BA nya Puma di BVB C. beliau main di timnas dgn apparel Adidas D. nama beliau adalah merk apparel @Jerseyforum https://t.co/rBtJvB2fJ0;1,80E+18;https://pbs.twimg.com/media/GQK3s9Tb0AADYA_.jpg;;in;;1;3;5;https://x.com/Memoria_Bola/status/1802204786361847963;1,54E+18;Memoria_Bola
1,80E+18;Sun Jun 16 09:13:41 +0000 2024;9;Malut United dan timnas Sepertinya musim depan Malut United bisa jadi klub dengan pemain terbanyak yg dipanggil ke timnas AFF 2024 nanti. 3 pemaij timnas Wahyu Prast dan duo Sayuri sudah ada di klub. Kira2 siapa lagi yg bakalan direkrut oleh laskar Kie Raha? https://t.co/6srLWUs3ZH;1,80E+18;https://pbs.twimg.com/media/GQLxdsObwAAPH6g.jpg;;in;;0;3;2;https://x.com/OghieGigs/status/1802268299813958128;66542749;OghieGigs
1,80E+18;Mon Jun 17 02:09:38 +0000 2024;13;Dengan adanya Dana Desa desa dapat menciptakan pembangunan dan pemberdayaan desa menuju masyarakat yang adil makmur dan sejahtera. Awasi penyaluran Dana Desa jangan sampai jatuh ke tangan KSTP dan simpatisannya. #TolakOPMPelanggarHAM __ #EURo2024 Idul Adha Timnas Pusat https://t.co/blmrpOjkZM;1,80E+18;https://pbs.twimg.com/media/GQPZ_mUbwAA52lw.jpg;;in;;0;3;13;https://x.com/Tatarori80/status/1802523969670762606;1,37E+18;Tatarori80
1,80E+18;Mon Jun 17 11:00:04 +0000 2024;5;Pada match Belanda vs Polandia kemarin untuk pertama kalinya sejak 2008 tidak ada pemain Ajax di staring line-up Timnas Belanda pada major tournament. https://t.co/lwBceJayr2;1,80E+18;https://pbs.twimg.com/media/GQRTZFia8AANttp.jpg;;in;Bandung, Indonesia;0;0;0;https://x.com/lapangbolastats/status/1802657457929699773;1,23E+18;lapangbolastats
1,80E+18;Mon Jun 17 02:02:26 +0000 2024;16;KST adalah pembunuh dan pelanggar HAM. Menembak mati sopir angkot bernama Rusli (40) di Paniai Papua Tengah. Pelaku juga membakar mobil korban di pinggir jalan. Penembakan terhadap 1 masyarakat sipil dan pembakaran. #TolakOPMPelanggarHAM #EURo2024 Idul Adha Timnas Pusat https://t.co/9vdw8lgDcK;1,80E+18;https://pbs.twimg.com/media/GQPYWXXbcAAWxig.jpg;;in;Indonesia;0;5;16;https://x.com/Anggita_lung/status/1802522156871659810;2907040202;Anggita_lung
1,80E+18;Mon Jun 17 02:53:34 +0000 2024;16;Bea cukai terus berkomitmen wujudkan kemudahan impor melalui layanan Rush Handling.. Rush Handling merupakan penanganan segera dalam pelayanan kepabeanan yg dalam menangani barang impor. #EURo2024 Idul Adha Timnas Pusat Kevin Minal Kevin Cat 5 Yuta Cowok 1990 Boaz https://t.co/hQjq1IQ3i2;1,80E+18;https://pbs.twimg.com/media/GQPkDO-bkAA9JXX.jpg;;in;;1;2;15;https://x.com/coema_coemi/status/1802535027785564449;1,32E+18;coema_coemi
1,80E+18;Wed Jun 19 03:47:41 +0000 2024;7;Bola Core @hariankompas x #Mills. Tak lagi sama timnas collabs Mills sama kantor sendiri pun jadi. Pas banget jersey ini hadir menyambut 59 tahun @hariankompas. Jersey kece ini udah bisa di PO via #GeraiKompas or kunjungi https://t.co/pchLQqoYNq dan e-commerce Harian Kompas. https://t.co/GFVbJgwp9M;1,80E+18;https://pbs.twimg.com/media/GQaDnm-aIAAWET7.jpg;;in;Indonesia;0;1;1;https://x.com/iksanmahar/status/1803273419573866705;8,03E+17;iksanmahar
1,80E+18;Thu Jun 20 05:01:53 +0000 2024;15; https://t.co/rMAbtnpp90;1,80E+18;https://pbs.twimg.com/media/GQfeMNvaIAAFGy3.jpg;TimnasIndonesia;qme;Indonesia;0;2;2;https://x.com/TimnasIndonesia/status/1803654483278438418;1,68E+18;TimnasIndonesia
1,80E+18;Mon Jun 17 02:11:11 +0000 2024;15;Kehadiran TNI-Polri di Papua dalam rangka menumpas KSTP guna mewujudkan penciptaan kondisi untuk memberikan perlindungan keamanan bagi rakyat Papua. Masyarakat mendukung TNI-Polri menumpas KST Papua hingga keakarnya. __ #TolakOPMPelanggarHAM #EURo2024 Idul Adha Timnas Pusat https://t.co/lYL7E3u3VQ;1,80E+18;https://pbs.twimg.com/media/GQPaJqibkAAhMT-.jpg;;in;East Java, Indonesia;2;2;12;https://x.com/Hansunriko/status/1802524359631962608;1,35E+18;Hansunriko
1,80E+18;Wed Jun 19 06:10:24 +0000 2024;14;Bloke core ya berarti? Kalo dari google itu sebuah tren yang memadukan Jersey Klasik Celana Jeans dan Sneakers pertama dipopulerkan oleh Brandon Huntly di Desember 2021 padahal kalo di kita Bang Ucup udah duluan ya @Jerseyforum https://t.co/hlrr7jtjle;1,80E+18;https://pbs.twimg.com/media/GQakR3YaIAM8R-r.jpg;;in;Indonesia;1;0;5;https://x.com/Officialkjti/status/1803309336787296583;1,03E+18;Officialkjti
1,80E+18;Mon Jun 17 02:31:56 +0000 2024;17;Pembangunan IKN bukan hanya soal memindahkan ibu kota negara dari Jakarta melainkan juga membangun peradaban baru. IKN sebagai pembangunan yg penting bukan hanya untuk pemerintahan melainkan juga untuk bangsa Indonesia ___ #EURo2024 Idul Adha Timnas Pusat Minal Kevin Cat 5 https://t.co/7cxjkAVVUa;1,80E+18;https://pbs.twimg.com/media/GQPfGdAaAAA-RwV.jpg;;in;Indonesia;1;3;16;https://x.com/Saodah1234/status/1802529582391988682;1,27E+18;Saodah1234
1,80E+18;Thu Jun 20 05:10:43 +0000 2024;24;Perbedaan Josko Gvardiol saat bermain di Man City dan bersama timnas Kroasia. https://t.co/oLGKS8RfIX;1,80E+18;https://pbs.twimg.com/media/GQfgNs1aAAE8-YR.jpg;;in;;0;0;1;https://x.com/gilabola_ina/status/1803656705047405028;1,17E+18;gilabola_ina
1,80E+18;Sat Jun 15 12:20:42 +0000 2024;6;Ibnu Jamil Beri Sentilan Menohok Usai Cristian Gonzales Kepergok Saksikan Laga Timnas Di Tribun https://t.co/zwjS04WbC8;1,80E+18;https://pbs.twimg.com/media/GQHSrdObAAAnfcC.jpg;;in;DKI Jakarta, Indonesia;0;1;1;https://x.com/dika_maxelyou/status/1801952976732615111;1,61E+18;dika_maxelyou
1,80E+18;Sat Jun 15 08:55:00 +0000 2024;5;Nih yg lagi rame dari kemaren iklan Le minerale bareng timnas gimana gk semakin manis tuh minuman wong bintang iklannya aja salah satu nya ada Nathan️ #IklanLeMineralePalingDitunggu https://t.co/lbHZ9jjoIt;1,80E+18;https://pbs.twimg.com/media/GQGiKribMAAgvKV.jpg;;in;;0;0;0;https://x.com/Nitanitong_/status/1801901207386288431;1,09E+18;Nitanitong_
1,80E+18;Sat Jun 15 06:02:22 +0000 2024;5;Buat mitra asprov biasa kita beli jersey timnas yang top tier waktu mills bagus dikasih packaging yang enak buat dijadiin bingkisan. Sekarang beli top tier dikasih plastik aja terus stok sedikit. Beli yang replica 2 tapi bahan logo garuda beda padahal sama-sama replica https://t.co/7gTUO8lZSb;1,80E+18;https://pbs.twimg.com/media/GQF8E7vaQAIdZay.jpg;;in;West Java, Indonesia;0;2;0;https://x.com/fahmihasannn/status/1801857762349003119;219643043;fahmihasannn
1,80E+18;Sun Jun 16 06:03:57 +0000 2024;9;Gue lupa kalau Bandung bukan lagi Indonesia supporternya aja dukung timnas persib https://t.co/sHB61RA1Xb;1,80E+18;https://pbs.twimg.com/media/GQLGCXAbQAAVIow.jpg;;in;East Side;0;1;7;https://x.com/_48DEE/status/1802220548623302712;1,62E+18;_48DEE
